URL_ID,Word Count,Complex Word Count,% Complex Words,Average Sentence Length,Fog Index,Syllable Per Word,Personal Pronouns,Average Word Length
Netclan20241017,247,118,0.47773279158812637,246.999753000247,98.99099431673406,2.5303643622252454,0,7.700404827123867
Netclan20241018,511,192,0.3757338544506187,510.99948900051106,204.5500891419847,2.3268101715718,0,7.1369862874031575
Netclan20241019,286,117,0.4090909076605213,285.999714000286,114.56352196317863,2.4440559355102938,0,7.395104869247885
Netclan20241020,496,262,0.5282258053866415,495.999504000496,198.61109192235307,2.6149193495666947,0,7.905241919545883
Netclan20241021,253,114,0.4505928835944945,252.99974700025302,101.38013595353901,2.5454545353934606,0,7.470355701698199
Netclan20241022,247,118,0.47773279158812637,246.999753000247,98.99099431673406,2.5303643622252454,0,7.700404827123867
Netclan20241023,511,192,0.3757338544506187,510.99948900051106,204.5500891419847,2.3268101715718,0,7.1369862874031575
Netclan20241024,286,117,0.4090909076605213,285.999714000286,114.56352196317863,2.4440559355102938,0,7.395104869247885
Netclan20241025,496,262,0.5282258053866415,495.999504000496,198.61109192235307,2.6149193495666947,0,7.905241919545883
Netclan20241026,1141,555,0.4864154246394255,1140.998859001141,456.59410977031223,2.531113056502092,0,7.554776505210537
Netclan20241027,339,171,0.5044247772730832,338.999661000339,135.80163431104484,2.5958701988322415,0,7.761061924008667
Netclan20241028,476,222,0.46638655364204507,475.999524000476,190.58636422164724,2.499999994747899,0,7.665966370449651
Netclan20241029,396,171,0.43181818072773187,395.999604000396,158.57256887244952,2.4823232260547394,0,7.714646445165034
Netclan20241030,381,185,0.48556430318749527,380.999619000381,152.59407332142743,2.59842519003038,0,7.895013102637761
Netclan20241031,959,462,0.48175182431517016,958.9990410009591,383.7923171301097,2.517205419690088,0,7.6558915457185694
Netclan20241032,329,145,0.4407294819430715,328.99967100032904,131.77616019290886,2.4620060715440544,0,7.392097241969309
Netclan20241033,638,326,0.5109717860329596,637.999362000638,255.40413351466842,2.6489028171647293,0,7.9357366646775285
Netclan20241034,273,118,0.4322344306511559,272.999727000273,109.37278457236967,2.4761904671201815,0,7.476190448805164
Netclan20241035,404,175,0.4331683157594844,403.99959600040404,161.77310572646542,2.4727722711069995,0,7.430693050914126
Netclan20241036,366,168,0.4590163921884798,365.99963400036603,146.5834601570218,2.4890710314506257,0,7.382513641031384
Netclan20241037,310,130,0.41935483735691986,309.99969000031,124.16761793506679,2.47096773396462,0,7.3741935245993755
Netclan20241038,330,159,0.48181818035812674,329.99967000033,132.19259527227527,2.621212113269054,0,7.790909067300276
Netclan20241039,321,141,0.4392523350802108,320.999679000321,128.5755725341605,2.482866035878922,0,7.5825544935122915
Netclan20241040,319,144,0.4514106568921296,318.999681000319,127.78043666288445,2.598746073358163,0,7.811912201216576
Netclan20241041,325,153,0.4707692293207101,324.999675000325,130.18817769185827,2.575384607460355,0,7.756923053055622
Netclan20241042,342,161,0.47076023254163674,341.99965800034204,136.98816729315348,2.514619875688246,0,7.508771907869088
Netclan20241043,323,148,0.4582043329467358,322.999677000323,129.3831525333079,2.5356037073201123,0,7.681114527303051
Netclan20241044,424,178,0.41981131976459596,423.99957600042404,169.76775492807548,2.4504716923337932,0,7.507075453992747
Netclan20241045,407,151,0.371007370095805,406.99959300040706,162.94824014820117,2.312039306358626,0,7.383292365151616
Netclan20241046,492,197,0.4004065032512063,491.999508000492,196.9599658014973,2.457317068176185,0,7.459349578334655
Netclan20241047,376,163,0.4335106371449185,375.999624000376,150.57325385500837,2.4707446742799344,0,7.396276576073732
Netclan20241048,614,277,0.451140064411824,613.9993860006141,245.78021042601037,2.597719865476026,0,7.8534201826491525
Netclan20241049,588,207,0.35204081572782175,587.999412000588,235.34058112652633,2.299319723980749,0,6.991496586749156
Netclan20241050,366,166,0.4535519113290931,365.99963400036603,146.58127436467805,2.527322397466332,0,7.710382492594583
Netclan20241051,1053,399,0.3789173785575333,1052.998947001053,421.3511457518443,2.392212723274252,0,7.312440638829591
Netclan20241052,607,248,0.4085667209084568,606.999393000607,242.96318388860618,2.395387145971356,0,7.2734761000436965
Netclan20241053,623,317,0.5088282495845453,622.9993770006231,249.40328210008306,2.6083467052835525,0,7.845906889492927
Netclan20241054,351,150,0.42735042613290475,350.99964900035104,140.5707997705936,2.495726488616164,0,7.421652400508113
Netclan20241055,549,175,0.318761383754533,548.999451000549,219.72728495372144,2.300546443897001,0,6.9198542679055475
Netclan20241056,175,83,0.47428571157551025,174.999825000175,70.18964428470021,2.6171428421877554,0,7.605714242253062
Netclan20241057,322,139,0.4316770172929285,321.99967800032204,128.972542007046,2.5093167623934263,0,7.468944076183403
Netclan20241058,249,102,0.4096385525717327,248.99975100024903,99.76375582112831,2.429718865744101,0,7.273092340268706
Netclan20241059,303,117,0.3861386125870013,302.999697000303,121.354334245156,2.376237615920008,0,7.231023078445468
Netclan20241060,303,110,0.3630363024322234,302.999697000303,121.34509332109411,2.3135313454998965,0,6.99999997689769
Netclan20241061,318,117,0.36792452714489143,317.99968200031805,127.34704261098518,2.2830188607452238,0,7.037735826925359
Netclan20241062,336,138,0.41071428449192177,335.99966400033605,134.5641513139312,2.360119040594884,0,7.297619025899944
Netclan20241063,277,104,0.3754512621824864,276.999723000277,110.9500697049838,2.379061363252486,0,7.317689504268269
Netclan20241064,207,93,0.4492753601484282,206.999793000207,82.97962734414217,2.5265700361035264,0,7.521739094097879
Netclan20241065,205,91,0.4439024368590125,204.999795000205,82.17747897482562,2.5073170609399167,0,7.551219475359905
Netclan20241066,204,97,0.4754901937475971,203.99979600020401,81.79011447758064,2.5588235168685123,0,7.583333296160131
Netclan20241067,265,121,0.45660377186187256,264.99973500026505,106.18253550885078,2.4867924434460664,0,7.46792450012104
Netclan20241068,288,110,0.3819444431182485,287.999712000288,115.35266257736251,2.3680555473331406,0,7.052083308846933
Netclan20241069,212,94,0.4433962243236027,211.99978800021202,84.97727368981425,2.523584893756675,0,7.509433926842293
Netclan20241070,302,136,0.4503311243366519,301.99969800030203,120.98001164985547,2.4801324421187667,0,7.407284743684488
Netclan20241071,340,134,0.394117645899654,339.99966000034004,136.15751105849588,2.352941169550173,0,7.282352919757786
Netclan20241072,246,111,0.4512195103608963,245.999754000246,98.58038940424277,2.540650396176218,0,7.605691025993126
Netclan20241073,308,121,0.39285714158163265,307.999692000308,123.35701965675588,2.3409090833087367,0,7.2792207555869455
Netclan20241074,344,138,0.4011627895315035,343.99965600034403,137.76032751595022,2.395348830246079,0,7.197674397681179
Netclan20241075,229,110,0.4803493428805706,228.99977100022903,91.79204813724385,2.572052390515055,0,7.510916997768922
Netclan20241076,192,89,0.4635416642523872,191.99980800019202,76.98533986577776,2.5624999866536458,0,7.614583293674046
Netclan20241077,202,97,0.4801980174247623,201.99979800020202,80.99199840705072,2.5990098881237134,0,7.693069268846192
Netclan20241078,208,98,0.4711538438886834,207.999792000208,83.38837833763868,2.5961538336723375,0,7.721153809032915
Netclan20241079,202,96,0.47524752239976475,201.99979800020202,80.99001820904073,2.5990098881237134,0,7.69801976387119
Netclan20241080,235,113,0.48085106178361253,234.99976500023502,94.19224642480746,2.604255308066999,0,7.6212765633137165
Netclan20241081,299,113,0.3779264201407143,298.999701000299,119.7510509681759,2.404682266205076,0,7.2909698752810375
Netclan20241082,335,138,0.41194029727779014,334.999665000335,134.16464211904514,2.435820888251281,0,7.465671619505458
Netclan20241083,333,144,0.43243243113383656,332.99966700033303,133.37283977258676,2.4444444371037704,0,7.1231231017323635
Netclan20241084,389,132,0.33933161866495726,388.99961100038905,155.73557704762163,2.3187660608772083,0,6.940874018146854
Netclan20241085,341,134,0.3929618756804637,340.999659000341,136.5570483504086,2.42815248554794,0,7.246334289600193
Netclan20241086,301,117,0.3887043176455006,300.999699000301,120.5553613271786,2.3820597927506317,0,7.451827217768016
Netclan20241087,569,241,0.423550087129086,568.9994310005691,227.76919243507928,2.4604569376793375,0,7.411247790138405
Netclan20241088,258,103,0.39922480465416743,257.99974200025804,103.35958672196489,2.4302325487200287,0,7.306201522068986
Netclan20241089,317,132,0.4164037841753824,316.999683000317,126.96643471379696,2.4794952603170497,0,7.473186096299098
Netclan20241090,186,83,0.4462365567406637,185.999814000186,74.57842022277067,2.553763427130304,0,7.526881679963002
Netclan20241091,287,120,0.41811846544209597,286.99971300028704,114.96713258629165,2.449477343381612,0,7.428571402687904
Netclan20241092,291,118,0.4054982803934767,290.99970900029103,116.56208291227381,2.4054982735206245,0,7.274914064347374
Netclan20241093,184,37,0.20108695542887525,183.999816000184,73.68036118224516,1.9239130330222118,0,6.777173876211012
Netclan20241094,236,114,0.4830508454108015,235.999764000236,94.59312593825874,2.5974576161124676,0,7.593220306808389
Netclan20241095,205,38,0.18536585275431292,204.999795000205,82.07406434118373,2.029268282784057,0,6.590243870291493
Netclan20241096,301,94,0.3122923577664706,300.999699000301,120.524796543227,2.106312285361089,0,6.724252469354643
Netclan20241097,183,85,0.46448087177879305,182.99981700018301,73.38571914878473,2.5683059968945026,0,7.639344220550032
Netclan20241098,130,33,0.25384615189349113,129.99987000013002,52.10148646080941,2.10769229147929,0,6.946153792721894
Netclan20241099,293,119,0.40614334332374286,292.99970700029303,117.36234013744671,2.4197952135843166,0,7.40273035016133
Netclan20241100,313,120,0.3833865802447713,312.99968700031303,125.35322943222312,2.399361014698527,0,7.300319465494187
Netclan20241101,277,103,0.3718411538922702,276.999723000277,110.94862566166772,2.411552337864432,0,7.241877230173729
Netclan20241102,126,26,0.20634920471151424,125.99987400012601,50.48248928193502,1.9603174447593854,0,6.341269790942303
Netclan20241103,190,58,0.30526315628808864,189.99981000019002,76.12202926259124,2.1631578833518006,0,6.942105226620499
Netclan20241104,245,88,0.35918367200333196,244.99975500024502,98.14357546889934,2.2693877458392335,0,7.102040787338609
Netclan20241105,252,72,0.28571428458049886,251.99974800025203,100.91418491393301,2.0833333250661377,0,6.55158727558894
Netclan20241106,165,31,0.18787878674012856,164.999835000165,66.07508551476205,1.9878787758310377,0,6.139393902185492
Netclan20241107,246,96,0.3902439008526671,245.999754000246,98.55599916043948,2.37804877082094,0,7.247967450211514
Netclan20241108,532,238,0.4473684202117135,531.999468000532,212.97873456829748,2.4172932285389224,0,7.163533821121177
Netclan20241109,570,202,0.3543859642905509,569.9994300005701,228.1415263859443,2.2315789434533704,0,6.8824561282763925
Netclan20241110,173,85,0.49132947692873136,172.999827000173,69.3964625908407,2.6473988286277526,0,7.728323654749574
Netclan20241111,264,105,0.39772727122073004,263.999736000264,105.7589853085939,2.458333324021465,0,7.20454542725551
Netclan20241112,216,94,0.43518518317043897,215.999784000216,86.57398767335458,2.518518506858711,0,7.555555520576132
Netclan20241113,194,48,0.2474226791369965,193.999806000194,77.69889147173241,2.0670102986236585,0,6.737113367334468
Netclan20241114,130,49,0.37692307402366865,129.99987000013002,52.150717229661474,2.315384597573965,0,7.492307634674557
Netclan20241115,309,143,0.46278317002335545,308.99969100030904,123.78498966813295,2.5954692472638534,0,7.776699003958903
Netclan20241116,245,104,0.42448979418575594,244.99975500024502,98.16969791777231,2.5632652956601416,0,7.351020378159101
Netclan20241117,283,110,0.38869257813182834,282.999717000283,113.35536383136593,2.3957597088489058,0,7.084805628675599
Netclan20241118,195,91,0.4666666642735043,194.999805000195,78.18658866578741,2.6051281917685736,0,7.610256371229455
Netclan20241119,281,121,0.43060498067400366,280.999719000281,112.572129592382,2.5017793505274755,0,7.3060497960638795
Netclan20241120,154,79,0.5129870096559285,153.999846000154,61.80513320392397,2.7012986837578006,0,7.857142806122449
Netclan20241121,503,155,0.3081510928267374,502.999497000503,201.3230592373319,2.172962222320155,0,6.767395612788478
Netclan20241122,312,60,0.1923076916913215,311.999688000312,124.87679827680134,1.913461532328649,0,6.086538442030325
Netclan20241123,309,118,0.3818770214178737,308.99969100030904,123.75262720869078,2.3624595392800662,0,6.964401271959867
Netclan20241124,213,101,0.4741784015296789,212.99978700021302,85.38958616069709,2.6009389549251694,0,7.431924847737442
Netclan20241125,166,36,0.21686746857308753,165.999834000166,66.48668058749564,2.1265060112861085,0,6.481927671795616
Netclan20241126,295,115,0.3898305071531169,294.999705000295,118.15581420297927,2.3932203308704394,0,7.04067794223499
Netclan20241127,298,69,0.2315436233840818,297.99970200029804,119.29249824947286,2.026845630782397,0,6.436241589140129
Netclan20241128,263,105,0.39923954220821467,262.999737000263,105.35959061698848,2.4296577854385637,0,7.1558935089129525
Netclan20241129,290,115,0.3965517227705113,289.99971000029,116.15850468922423,2.420689646825208,0,7.199999975172414
Netclan20241130,182,91,0.4999999972527473,181.99981800018202,72.99992719897391,2.6153846010143704,0,7.560439518898684
Netclan20241131,237,115,0.48523206546315584,236.999763000237,94.99399802628007,2.675105473944703,0,7.9746835106553435
Netclan20241132,210,90,0.42857142653061225,209.99979000021003,84.17134457069626,2.5142857023129253,0,7.342857107891157
Netclan20241133,897,226,0.25195094732223977,896.9991030008971,358.90042157928775,2.034559640987113,0,6.305462646259239
Netclan20241134,278,110,0.3956834518140883,277.99972200027804,111.35816218083686,2.4208633006443767,0,7.266187024222349
Netclan20241135,224,85,0.37946428402024873,223.99977600022402,89.75169611369772,2.3080357039819837,0,6.830357112364477
Netclan20241136,197,99,0.5025380685150352,196.999803000197,79.00093642748482,2.619289326805638,0,7.639593869849778
Netclan20241137,201,97,0.48258706227568626,200.99979900020102,80.5929544249907,2.5671641663325167,0,7.567164141456895
Netclan20241138,182,87,0.47802197539548363,181.99981800018202,72.991135990231,2.6043955900857387,0,7.6373625953991064
Netclan20241139,189,93,0.4920634894599815,188.99981100018903,75.79674979585961,2.6137565999272137,0,7.555555515579071
Netclan20241140,184,92,0.49999999728260874,183.999816000184,73.79992639898664,2.6086956379962194,0,7.6304347411389415
Netclan20241141,324,95,0.29320987563824114,323.99967600032403,129.7171543503849,2.126543203313138,0,6.731481460705305
Netclan20241142,116,19,0.16379310203626637,115.99988400011601,46.46547084086092,1.9655172244351964,0,6.396551668995245
Netclan20241143,286,96,0.33566433449068417,285.999714000286,114.53415133391069,2.27972027174923,0,6.860139836153357
Netclan20241144,133,36,0.27067668969416026,132.999867000133,53.308217475930874,2.157894720617333,0,6.969924759624626
Netclan20241145,214,72,0.33644859655865145,213.99978600021402,85.73449383870907,2.397196250480391,0,7.481308376255568
Netclan20241146,236,62,0.2627118632935938,235.999764000236,94.50499034541184,2.1440677875251364,0,6.788135564457053
Netclan20241147,200,61,0.30499999847500003,199.99980000020003,80.12191999947002,2.124999989375,0,6.8199999659
Netclan20241148,291,117,0.40206185428844726,290.99970900029103,116.5607083418318,2.4329896823608603,0,7.319587603712757
Netclan20241149,149,39,0.2617449646862754,148.99985100014902,59.70463838593412,2.0604026707355527,0,6.476510023647584
Netclan20241150,217,92,0.4239631316868058,216.999783000217,86.96949845276153,2.4884792512051646,0,7.354838675784154
Netclan20241151,212,96,0.45283018654325385,211.99978800021202,84.98104727470212,2.5849056481844075,0,7.518867889061944
Netclan20241152,210,95,0.4523809502267574,209.99979000021003,84.18086838017473,2.5809523686621314,0,7.490476154807257
Netclan20241153,216,94,0.43518518317043897,215.999784000216,86.57398767335458,2.55555554372428,0,7.476851817236797
Netclan20241154,200,92,0.4599999977,199.99980000020003,80.18391999916003,2.5399999873000003,0,7.4599999627
Netclan20241155,203,92,0.45320196821082775,202.99979700020302,81.38119958736554,2.566502450411318,0,7.443349717027834
Netclan20241156,215,97,0.45116278859924286,214.999785000215,86.18037911552571,2.5534883602163334,0,7.376744151736074
Netclan20241157,644,195,0.302795030585722,643.9993560006441,257.7208604124919,2.234472046219764,0,6.922360237698198
Netclan20241158,394,194,0.4923857855523203,393.999606000394,157.79679671437853,2.6065989781558403,0,7.588832468048649
Netclan20241159,610,243,0.3983606550846547,609.9993900006101,244.1591002622779,2.3737704879118517,0,7.057377037610857
Netclan20241160,905,302,0.3337016570898324,904.9990950009051,362.133118663198,2.3005524836457982,0,6.9226519260523185
Netclan20241161,244,100,0.4098360638941145,243.99975600024402,97.76383682565526,2.43442621953104,0,7.233606527731121
Netclan20241162,149,81,0.5436241574253412,148.99985100014902,59.81739006302975,2.8389261554434486,0,8.194630817485699
Netclan20241163,195,91,0.4666666642735043,194.999805000195,78.18658866578741,2.558974345851414,0,7.5282050895989485
